"","Element_ID","ElementName","Baltimore Washington Medical Center Department of Emergency Medicine","Beloit Memorial Hospital","Bon Secours Hospital","Bronson Battle Creek","Bronson LakeView Hospital","Bronson Methodist Hospital","CHI Baylor St. Luke's CEC Holcombe","CHI Baylor-St. Luke's CEC Pearland","CHI Baylor-St. Luke's CEC San Felipe","CHI Baylor-St. Luke's Medical Center, Texas Medical Center campus ","CHI St. Luke's Lakeside Hospital","CHI St. Luke's Springwoods Village Hospital","CHI St. Luke's Sugarland Hospital","CHI St. Luke's Vintage Hospital","CHI St. Luke's Woodlands Hospital","Cape Canaveral Hospital","Carolina East Medical Center (CRAV)","Carolinas HealthCare System Harrisburg (HARG)","Carolinas HealthCare System Kannapolis (KANN)","Carolinas HealthCare System Lincoln (LINC)","Carolinas HealthCare System NorthEast (NORT)","Carolinas HealthCare System Pineville (PINE)","Carolinas HealthCare System SouthPark (MORR)","Carolinas HealthCare System Steele Creek (STEE)","Carolinas HealthCare System University (UNIV)","Carolinas Medical Center - Huntersville (HUNT)","Carolinas Medical Center - Mercy (MERC)","Carson Valley Medical Center","Carteret Health Care (CART)","Centinela Hospital Medical Center","CentraCare Health St. Cloud Hospital","Coast Plaza Hospital","College Medical Center","Doctors Hospital at Renaissance","East Los Angeles Doctors Hospital","Emerson Hospital","Fairview Ridges Hospital","Fairview Southdale Hospital","Flagstaff Medical Center","Florida Hospital Carrollwood (CARO)","Florida Hospital Heartland Medical Center (HART)","Florida Hospital Lake Placid (PLAC)","Florida Hospital North Pinellas (NPIN)","Florida Hospital Tampa (TAMP)","Florida Hospital Wauchula (WAUC)","Florida Hospital Wesley Chapel (WECH)","Florida Hospital Zephyrhills (FLOZ)","Gila Regional Medical Center","Goleta Valley Cottage Hospital","Health Partners Methodist Hospital","Hollywood Presbyterian Medical Center","Holmes Regional Medical Center","Holy Family Hospital","Indian River Medical Center","Inspira Health Center Bridgeton SED","Inspira Medical Center Elmer","Inspira Medical Center Vineland ED","Little Company of Mary Hospital (Providence)","Memorial Hospital of Gardena","Mercy Health - Clermont Hospital (MEHE)","Mercy Medical Center","Mission Community Hospital","Mt. San Rafael Hospital","MultiCare Auburn Medical Center","North Mississippi Medical Center","NorthPointe Immediate Care","Norton Women and Childrens Hospital","Olathe Medical Center","Palm Bay Hospital","Palm Harbor Emergency Room (PALM)","Parkview Community Hospital Medical Center","Penn Highlands Brookville","Penn Highlands Clearfield","Penn Highlands Elk","Providence Regional Medical Center","Providence St.Joseph Medical Center","Providence Tarzana Medical Center","Queen Anne's Emergency Center (UMMS)","Queen's Medical Center West","Rhode Island Hospital","Robert Wood Johnson University Hospital","SMRMC","Sacred Heart Medical Center","Sacred Heart Medical Center Pediatrics","Santa Barbara Cottage Hospital","Shasta Regional Medical Center","St. Joseph's/Candler","Swedish Issaquah","Swedish Medical Center Cherry Hill Campus","Swedish Medical Center First Hill Campus","Swedish Mill Creek","Swedish Redmond Campus","Telluride Regional Medical Center ED","The Miriam Hospital","The Queens Medical Center","The Urgency Room - Eagan","The Urgency Room - Vadnais","The Urgency Room - Woodbury","The Valley Hospital","UM Shore Medical Center at Dorchester (UMMS)","UM Shore Medical Center at Easton (UMMS)","UMMC Midtown Campus (UMMS)","University of Maryland Harford Memorial Hospital (UMMS)","University of Maryland Medical Center (UMMS)","University of Maryland Upper Chesapeake Medical Center (UMMS)","Urgent Care at Doctors Hospital at Renaissance","Valley Presbyterian Hospital","Viera Hospital"
"1","6230","Onset date and timing of diagnosis of chest pain",5470,2558,487,4248,1102,7310,685,312,292,1020,123,128,712,640,999,2040,2032,394,529,1003,1862,2474,335,1189,2473,306,814,73,487,4736,1177,771,879,3002,403,1895,953,746,2775,1037,1637,286,809,4501,322,1794,1475,1572,982,5831,2074,6621,2977,1551,601,1645,5510,5465,2263,1024,357,647,675,2455,4059,126,5494,5459,2930,208,1694,242,496,438,5596,4708,2784,149,3839,6905,1695,3373,4341,283,2291,1404,2019,1243,2177,1801,1591,404,27,5497,4866,316,328,273,5670,212,362,144,216,359,534,18,2793,1645
"2","6235","Diagnosis of end stage liver disease",177,39,100,152,10,213,11,6,4,116,2,1,39,50,81,124,76,6,5,24,34,62,8,12,76,7,13,13,29,338,113,85,89,556,108,75,51,49,390,73,90,12,46,182,12,78,66,140,67,467,21,251,272,93,9,49,175,472,27,71,47,8,45,255,176,1,221,56,119,12,240,12,31,36,594,381,51,17,337,578,204,316,436,9,399,98,41,29,67,471,15,4,1,287,931,0,2,1,158,23,56,34,58,108,114,1,104,82
"3","6240","Onset date and timing of diagnosis of end stage liver disease",177,39,100,152,10,213,11,6,4,116,2,1,39,50,81,124,76,6,5,24,34,62,8,12,76,7,13,13,29,338,113,85,89,556,108,75,51,49,390,73,90,12,46,182,12,78,66,140,67,467,21,251,272,93,9,49,175,472,27,71,47,8,45,255,176,1,221,56,119,12,240,12,31,36,594,381,51,17,337,578,204,316,436,9,399,98,41,29,67,471,15,4,1,287,931,0,2,1,158,23,56,34,58,108,114,1,104,82
"4","6245","Diagnosis of Pulmonary and Gastrointestinal Hemorrhage",978,351,67,478,98,1082,75,24,29,128,14,14,86,74,156,399,392,33,67,122,254,388,25,119,334,36,121,29,78,835,338,126,219,737,89,418,163,105,666,164,234,56,170,632,31,263,236,230,151,1673,340,1014,868,360,64,267,1023,1097,182,183,305,143,121,480,880,20,908,380,379,24,303,69,130,155,1315,931,408,58,984,1366,295,725,1022,170,676,313,191,301,194,877,235,78,5,1311,1661,10,26,22,992,106,280,166,229,381,706,7,305,319
"5","6250","Onset date and timing of diagnosis of Pulmonary and Gastrointestinal Hemorrhage",978,351,67,478,98,1082,75,24,29,128,14,14,86,74,156,399,392,33,67,122,254,388,25,119,334,36,121,29,78,835,338,126,219,737,89,418,163,105,666,164,234,56,170,632,31,263,236,230,151,1673,340,1014,868,360,64,267,1023,1097,182,183,305,143,121,480,880,20,908,380,379,24,303,69,130,155,1315,931,408,58,984,1366,295,725,1022,170,676,313,191,301,194,877,235,78,5,1311,1661,10,26,22,992,106,280,166,229,381,706,7,305,319
"6","6255","Diagnosis of Atrial Fibrillation",930,290,38,503,79,974,22,3,29,113,19,5,17,38,78,357,324,19,20,97,227,333,26,45,172,26,79,45,91,408,532,139,157,474,65,488,117,121,510,120,286,80,135,510,32,207,248,244,314,2086,531,993,763,506,23,225,655,1519,336,136,134,229,58,460,610,4,454,317,279,24,240,97,103,167,2289,1384,1287,41,1198,1452,518,679,1542,1,1028,340,251,820,701,619,201,79,7,1267,2712,14,17,10,1131,98,272,74,162,193,543,0,521,341
"7","6260","Onset date and timing of diagnosis of Atrial Fibrillation",930,290,38,503,79,974,22,3,29,113,19,5,17,38,78,357,324,19,20,97,227,333,26,45,172,26,79,45,91,408,532,139,157,474,65,488,117,121,510,120,286,80,135,510,32,207,248,244,314,2086,531,993,763,506,23,225,655,1519,336,136,134,229,58,460,610,4,454,317,279,24,240,97,103,167,2289,1384,1287,41,1198,1452,518,679,1542,1,1028,340,251,820,701,619,201,79,7,1267,2712,14,17,10,1131,98,272,74,162,193,543,0,521,341
"8","6265","Diagnosis of coagulopathies",160,30,184,110,27,251,14,4,11,44,8,1,16,19,34,79,121,4,2,16,31,63,0,15,34,9,7,13,11,823,59,148,63,176,51,116,30,39,228,17,62,15,18,153,13,56,69,43,70,588,12,241,261,1774,10,67,228,454,3,40,73,5,34,137,104,1,147,25,110,3,88,11,22,24,698,247,19,7,287,437,182,163,388,81,309,107,7,29,80,307,3,3,0,229,730,0,0,0,279,17,57,22,34,75,193,3,23,108
"9","6270","Onset date and timing of diagnosis of coagulopathies",160,30,184,110,27,251,14,4,11,44,8,1,16,19,34,79,121,4,2,16,31,63,0,15,34,9,7,13,11,823,59,148,63,176,51,116,30,39,228,17,62,15,18,153,13,56,69,43,70,588,12,241,261,1774,10,67,228,454,3,40,73,5,34,137,104,1,147,25,110,3,88,11,22,24,698,247,19,7,287,437,182,163,388,81,309,76,7,29,80,307,3,3,0,229,730,0,0,0,279,17,57,22,34,75,193,3,23,108
"10","6275","Diagnosis of Thrombocytopenia",127,21,31,64,11,121,11,1,11,34,4,1,15,14,25,47,105,4,1,12,28,62,0,13,33,5,6,12,7,191,42,111,48,154,34,105,21,36,143,13,57,12,11,133,9,51,47,22,49,524,9,104,210,57,7,42,161,338,3,26,70,3,29,104,71,1,116,20,48,1,65,5,10,18,501,165,13,5,209,386,140,74,234,44,207,35,7,21,47,228,3,3,0,212,559,0,0,0,123,12,34,14,18,64,76,3,21,85
