"","Element_ID","ElementName","Baltimore Washington Medical Center Department of Emergency Medicine","Beloit Memorial Hospital","Bon Secours Hospital","Bronson Battle Creek","Bronson LakeView Hospital","Bronson Methodist Hospital","CHI Baylor St. Luke's CEC Holcombe","CHI Baylor-St. Luke's CEC Pearland","CHI Baylor-St. Luke's CEC San Felipe","CHI Baylor-St. Luke's Medical Center, Texas Medical Center campus ","CHI St. Luke's Lakeside Hospital","CHI St. Luke's Springwoods Village Hospital","CHI St. Luke's Sugarland Hospital","CHI St. Luke's Vintage Hospital","CHI St. Luke's Woodlands Hospital","Cape Canaveral Hospital","Carolina East Medical Center (CRAV)","Carolinas HealthCare System Harrisburg (HARG)","Carolinas HealthCare System Kannapolis (KANN)","Carolinas HealthCare System Lincoln (LINC)","Carolinas HealthCare System NorthEast (NORT)","Carolinas HealthCare System Pineville (PINE)","Carolinas HealthCare System SouthPark (MORR)","Carolinas HealthCare System Steele Creek (STEE)","Carolinas HealthCare System University (UNIV)","Carolinas Medical Center - Huntersville (HUNT)","Carolinas Medical Center - Mercy (MERC)","Carson Valley Medical Center","Carteret Health Care (CART)","Centinela Hospital Medical Center","CentraCare Health St. Cloud Hospital","Coast Plaza Hospital","College Medical Center","Doctors Hospital at Renaissance","East Los Angeles Doctors Hospital","Emerson Hospital","Fairview Ridges Hospital","Fairview Southdale Hospital","Flagstaff Medical Center","Florida Hospital Carrollwood (CARO)","Florida Hospital Heartland Medical Center (HART)","Florida Hospital Lake Placid (PLAC)","Florida Hospital North Pinellas (NPIN)","Florida Hospital Tampa (TAMP)","Florida Hospital Wauchula (WAUC)","Florida Hospital Wesley Chapel (WECH)","Florida Hospital Zephyrhills (FLOZ)","Gila Regional Medical Center","Goleta Valley Cottage Hospital","Health Partners Methodist Hospital","Hollywood Presbyterian Medical Center","Holmes Regional Medical Center","Holy Family Hospital","Indian River Medical Center","Inspira Health Center Bridgeton SED","Inspira Medical Center Elmer","Inspira Medical Center Vineland ED","Little Company of Mary Hospital (Providence)","Memorial Hospital of Gardena","Mercy Health - Clermont Hospital (MEHE)","Mercy Medical Center","Mission Community Hospital","Mt. San Rafael Hospital","MultiCare Auburn Medical Center","North Mississippi Medical Center","NorthPointe Immediate Care","Norton Women and Childrens Hospital","Olathe Medical Center","Palm Bay Hospital","Palm Harbor Emergency Room (PALM)","Parkview Community Hospital Medical Center","Penn Highlands Brookville","Penn Highlands Clearfield","Penn Highlands Elk","Providence Regional Medical Center","Providence St.Joseph Medical Center","Providence Tarzana Medical Center","Queen Anne's Emergency Center (UMMS)","Queen's Medical Center West","Rhode Island Hospital","Robert Wood Johnson University Hospital","SMRMC","Sacred Heart Medical Center","Sacred Heart Medical Center Pediatrics","Santa Barbara Cottage Hospital","Shasta Regional Medical Center","St. Joseph's/Candler","Swedish Issaquah","Swedish Medical Center Cherry Hill Campus","Swedish Medical Center First Hill Campus","Swedish Mill Creek","Swedish Redmond Campus","Telluride Regional Medical Center ED","The Miriam Hospital","The Queens Medical Center","The Urgency Room - Eagan","The Urgency Room - Vadnais","The Urgency Room - Woodbury","The Valley Hospital","UM Shore Medical Center at Dorchester (UMMS)","UM Shore Medical Center at Easton (UMMS)","UMMC Midtown Campus (UMMS)","University of Maryland Harford Memorial Hospital (UMMS)","University of Maryland Medical Center (UMMS)","University of Maryland Upper Chesapeake Medical Center (UMMS)","Urgent Care at Doctors Hospital at Renaissance","Valley Presbyterian Hospital","Viera Hospital"
"1","2060","Gender",71259,38467,22106,43245,18521,85220,15723,9369,6429,11383,2056,2047,12395,11719,15869,30448,38159,7700,11665,15455,20740,26277,5148,17295,37453,5439,11859,3882,9690,58045,14090,15414,14419,43416,3213,33192,15239,10102,50137,20032,21107,7130,12686,62026,7840,23807,22698,22792,15974,43588,36503,68185,57482,29887,15673,21303,71901,4832,40648,17263,0,17912,11572,41025,78744,7934,53778,29908,42375,4775,0,2887,5924,0,88340,7184,50722,0,71277,84923,8427,61067,66385,27165,39159,11724,32966,29856,17377,34399,43967,9294,1208,58246,94226,5930,6104,6280,68400,0,18730,16170,12042,23675,29627,4908,67833,22265
"2","4020","Pregnancy (urine/serum) test ordered",5680,30316,3356,0,0,0,2968,1587,732,1757,272,476,2790,3215,4492,4325,5267,1097,1590,2204,1731,651,1007,2942,1065,731,255,126,955,8847,0,486,11973,0,342,3802,1339,1083,7462,4718,2746,653,1953,15169,929,5390,3210,1965,3511,5487,935,11331,9312,701,4702,4202,20992,3266,980,2343,2060,1451,2140,4705,17199,6856,215,0,7553,664,7090,6845,11103,0,41,9789,6530,3691,3715,20387,833,4659,10458,1929,7538,1050,4048,969,697,2369,1870,297,48,12223,4949,394,332,485,846,9891,14135,1007,0,532,0,0,8503,2625
"3","4025","Pregnancy (urine/serum) test ordered-Date",5680,30316,3356,0,0,0,2968,1587,732,1757,272,476,2790,3215,4492,4325,5267,1097,1590,2204,1731,651,1007,2942,1065,731,255,126,955,8847,0,486,11973,0,342,3802,1339,1083,7462,4718,2746,653,1953,15169,929,5390,3210,1965,3511,5487,935,11331,9312,701,4702,4202,20992,3266,980,2343,2060,1451,2140,4705,17199,6856,215,0,7553,664,7090,6845,11103,0,41,9789,6530,3691,3715,20387,833,4659,10458,1929,7538,1050,4048,969,697,2369,1870,297,48,12223,4949,394,332,485,846,9891,14135,1007,0,532,0,0,8503,2625
"4","4040","Diagnosis of hysterectomy",0,1,11,2,0,1,1,0,4,0,0,0,1,2,2,4,3,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,30,26,3,1,1,0,0,5,0,5,2,13,2,8,0,7,55,1,213,237,2,20,0,1,0,3,0,4,2,0,65,0,2,0,1,0,0,2,5,6,0,0,116,36,54,1,59,0,5,0,0,17,12,39,0,0,0,7,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"5","4045","Patient post-menopausal",5,7,4,7,0,9,0,3,1,0,0,0,1,2,4,2,5,0,0,1,2,5,0,3,4,2,2,2,1,20,3,3,1,4,1,4,0,1,7,2,4,1,1,10,0,5,3,5,1,21,2,2,11,3,4,2,5,25,0,2,6,1,2,9,4,0,13,3,3,0,5,0,0,2,12,32,11,0,14,16,20,10,5,0,7,0,3,4,3,15,2,0,1,11,23,2,0,0,15,1,5,7,1,7,6,0,3,1
"6","8020","Date and timing of diagnosis of hysterectomy",0,1,11,2,0,1,1,0,4,0,0,0,1,2,2,4,3,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,30,26,3,1,1,0,0,5,0,5,2,13,2,8,0,7,55,1,213,237,2,20,0,1,0,3,0,4,2,0,65,0,2,0,1,0,0,2,5,6,0,0,116,36,54,1,59,0,5,0,0,17,12,39,0,0,0,7,50,0,0,0,0,0,0,0,0,0,0,0,0,1
"7","8025","Date and timing of postmenopausal",5,7,4,7,0,9,0,3,1,0,0,0,1,2,4,2,5,0,0,1,2,5,0,3,4,2,2,2,1,20,3,3,1,4,1,4,0,1,7,2,4,1,1,10,0,5,3,5,1,21,2,2,11,3,4,2,5,25,0,2,6,1,2,9,4,0,13,3,3,0,5,0,0,2,12,32,11,0,14,16,20,10,5,0,7,0,3,4,3,15,2,0,1,11,23,2,0,0,15,1,5,7,1,7,6,0,3,1
"8","8030","Diagnosis of pregnancy",1293,836,122,818,210,1816,240,153,53,114,3,23,287,297,515,545,756,210,319,289,475,702,108,494,1283,132,273,33,171,2009,261,207,172,1054,274,415,309,154,775,453,448,81,189,1815,187,582,595,372,288,865,1547,1594,1049,423,443,423,2077,1942,1544,289,1029,168,220,994,1376,23,1874,552,565,63,1338,73,168,147,1471,1591,1124,97,1204,647,254,1575,1009,13,799,195,303,666,240,1106,1379,148,6,254,753,71,45,68,821,143,260,203,218,869,867,27,2280,240
"9","8035","Date and timing of pregnancy",1293,836,122,818,210,1816,240,153,53,114,3,23,287,297,515,545,756,210,319,289,475,702,108,494,1283,132,273,33,171,2009,261,207,172,1054,274,415,309,154,775,453,448,81,189,1815,187,582,595,372,288,865,1547,1594,1049,423,443,423,2077,1942,1544,289,1029,168,220,994,1376,23,1874,552,565,63,1338,73,168,147,1471,1591,1124,97,1204,647,254,1575,1009,13,799,195,303,666,240,1106,1379,148,6,254,753,71,45,68,821,143,260,203,218,869,867,27,2280,240
"10","8500","Emergency Department Visit",67167,37910,22105,41208,18231,83266,15721,9369,6428,11357,2041,2012,12361,11127,15329,29581,37255,7610,11472,14686,19272,25197,5044,17067,36140,5327,11616,3796,9422,53786,13799,14826,14474,42791,9667,32039,15205,10050,45152,19326,20480,6882,11989,57748,7732,22408,21053,22554,20304,42867,33865,62742,55477,28911,15521,20577,68409,66709,37025,16537,30981,16798,11192,39886,74808,0,51962,29089,40240,4714,39695,7806,15632,13463,84321,62791,47627,13730,67521,80656,8193,59206,61406,26336,40824,25469,31355,28133,16664,33431,43030,9055,975,56727,88337,0,0,0,66295,17819,28147,23416,23102,41457,54826,0,64694,21607
