"","Element_ID","ElementName","Baltimore Washington Medical Center Department of Emergency Medicine","Beloit Memorial Hospital","Bon Secours Hospital","Bronson Battle Creek","Bronson LakeView Hospital","Bronson Methodist Hospital","CHI Baylor St. Luke's CEC Holcombe","CHI Baylor-St. Luke's CEC Pearland","CHI Baylor-St. Luke's CEC San Felipe","CHI Baylor-St. Luke's Medical Center, Texas Medical Center campus ","CHI St. Luke's Lakeside Hospital","CHI St. Luke's Springwoods Village Hospital","CHI St. Luke's Sugarland Hospital","CHI St. Luke's Vintage Hospital","CHI St. Luke's Woodlands Hospital","Cape Canaveral Hospital","Carolina East Medical Center (CRAV)","Carolinas HealthCare System Harrisburg (HARG)","Carolinas HealthCare System Kannapolis (KANN)","Carolinas HealthCare System Lincoln (LINC)","Carolinas HealthCare System NorthEast (NORT)","Carolinas HealthCare System Pineville (PINE)","Carolinas HealthCare System SouthPark (MORR)","Carolinas HealthCare System Steele Creek (STEE)","Carolinas HealthCare System University (UNIV)","Carolinas Medical Center - Huntersville (HUNT)","Carolinas Medical Center - Mercy (MERC)","Carson Valley Medical Center","Carteret Health Care (CART)","Centinela Hospital Medical Center","CentraCare Health St. Cloud Hospital","Coast Plaza Hospital","College Medical Center","Doctors Hospital at Renaissance","East Los Angeles Doctors Hospital","Emerson Hospital","Fairview Ridges Hospital","Fairview Southdale Hospital","Flagstaff Medical Center","Florida Hospital Carrollwood (CARO)","Florida Hospital Heartland Medical Center (HART)","Florida Hospital Lake Placid (PLAC)","Florida Hospital North Pinellas (NPIN)","Florida Hospital Tampa (TAMP)","Florida Hospital Wauchula (WAUC)","Florida Hospital Wesley Chapel (WECH)","Florida Hospital Zephyrhills (FLOZ)","Gila Regional Medical Center","Goleta Valley Cottage Hospital","Health Partners Methodist Hospital","Hollywood Presbyterian Medical Center","Holmes Regional Medical Center","Holy Family Hospital","Indian River Medical Center","Inspira Health Center Bridgeton SED","Inspira Medical Center Elmer","Inspira Medical Center Vineland ED","Little Company of Mary Hospital (Providence)","Memorial Hospital of Gardena","Mercy Health - Clermont Hospital (MEHE)","Mercy Medical Center","Mission Community Hospital","Mt. San Rafael Hospital","MultiCare Auburn Medical Center","North Mississippi Medical Center","NorthPointe Immediate Care","Norton Women and Childrens Hospital","Olathe Medical Center","Palm Bay Hospital","Palm Harbor Emergency Room (PALM)","Parkview Community Hospital Medical Center","Penn Highlands Brookville","Penn Highlands Clearfield","Penn Highlands Elk","Providence Regional Medical Center","Providence St.Joseph Medical Center","Providence Tarzana Medical Center","Queen Anne's Emergency Center (UMMS)","Queen's Medical Center West","Rhode Island Hospital","Robert Wood Johnson University Hospital","SMRMC","Sacred Heart Medical Center","Sacred Heart Medical Center Pediatrics","Santa Barbara Cottage Hospital","Shasta Regional Medical Center","St. Joseph's/Candler","Swedish Issaquah","Swedish Medical Center Cherry Hill Campus","Swedish Medical Center First Hill Campus","Swedish Mill Creek","Swedish Redmond Campus","Telluride Regional Medical Center ED","The Miriam Hospital","The Queens Medical Center","The Urgency Room - Eagan","The Urgency Room - Vadnais","The Urgency Room - Woodbury","The Valley Hospital","UM Shore Medical Center at Dorchester (UMMS)","UM Shore Medical Center at Easton (UMMS)","UMMC Midtown Campus (UMMS)","University of Maryland Harford Memorial Hospital (UMMS)","University of Maryland Medical Center (UMMS)","University of Maryland Upper Chesapeake Medical Center (UMMS)","Urgent Care at Doctors Hospital at Renaissance","Valley Presbyterian Hospital","Viera Hospital"
"1","2060","Gender",0.985043059952171,1,1.00004523863379,1,1,1,1,1,1,1,1.0014612761812,1.01689021361152,0.999919328815747,1.0509371356829,1.03461989829182,1,1.00036702057937,1.00012988699831,1,1,1,1.00007611798287,1,1,1.00008010680908,1,1,0.999485066941298,1,1,1,1.00012976901116,0.961779615795091,1,0.321107335598641,1,1,0.999901019499159,0.999720843053977,1.00039952057531,1.00009476427387,1,1.00007883326764,1.00184132316837,1.00038279954064,1.00042022103627,1.00013218770654,1,0.764306220095694,0.999954117916953,1.00005479301937,1,1,0.998063115712139,1,1,0.999986092181024,0.0683576895327288,1.00009841551028,1.00017381228273,0,1.00134168157424,1.00008642295394,1,0.999873022322676,1,0.99994421821833,0.97372619241413,1,1.0002094679514,0,0.358455425875341,0.371294265120652,0,1,0.106639749432215,1,0,0.999943884064477,1,1,1.00001637572463,0.999984936583014,1.00506881752257,0.879483436271757,0.445830322850515,1,1,1,1,1,1,1,1,1,1,1,1,1.00001462009678,0,0.642450435617754,0.665213098568373,0.497664999793363,0.554618502120083,0.510854383998621,1,1,1
"2","6285","Determination of Pregnancy",0.0165604567257848,0.0199911612551018,0.00325718163311468,0.0175742860446294,0.0107985529938988,0.0197254165688805,0.0168542898937862,0.0163304514889529,0.00933271115258983,0.0119476412193622,0.00292255236239649,0.0139095876800795,0.0236366569861246,0.0268137386781455,0.0340983179032468,0.0168483972674724,0.0185345392580941,0.0233796596960644,0.025632233176168,0.0179230022646393,0.0219382835101254,0.0224928639391056,0.0198135198135198,0.0287944492627927,0.0320694259012016,0.0255561684133113,0.0215869803524749,0.00720906282183316,0.0164086687306502,0.030752002756482,0.017388218594748,0.012522709576953,0.00993863393810032,0.0233093790307721,0.0239856086348191,0.0112677753675584,0.0176520769079336,0.0135603286152628,0.0136986301369863,0.0214242908509788,0.0194740582800284,0.0113604488078541,0.0143476547102877,0.0274744799069647,0.0225851728977925,0.022439803336555,0.0241462877285746,0.0143910143910144,0.0126315789473684,0.0189951823812801,0.03446480918331,0.0224096208843587,0.0164573257715459,0.012589747871097,0.0278185414406942,0.0194808242970474,0.0281355177881005,0.023469662031208,0.0333874618639898,0.0158169177288528,0.0303522000572683,0.00838550983899821,0.0117535217353729,0.0220109689213894,0.0160753739492597,0.00277287622888833,0.0403488220747104,0.0182321341364154,0.0129557522123894,0.0115207373271889,0.0276958057181559,0.00831884777750186,0.00990285177060483,0.0100737797956867,0.0142404346841748,0.0196683836299672,0.01827609321399,0.00690796574800317,0.0151372736072726,0.00813678273259305,0.0276492227364424,0.024743719909606,0.0143855632211611,0.000369986680479503,0.014957888826502,0.00680686009811005,0.00770490808712006,0.0163451232583065,0.0129481498532543,0.0271810227041484,0.0268610548820706,0.013557133634603,0.00579470198675497,0.00458400576863647,0.00698321057882113,0.0111298482293423,0.00704456094364351,0.00955414012738853,0.0106288103627246,0.00785153461812991,0.00867805446936955,0.00806318907355603,0.00847212464355085,0.0188113477171036,0.0143115785843607,0.00550122249388753,0.0294546901950378,0.0105097686952616
"3","6290","Onset date and timing of Pregnancy",0.0165604567257848,0.0199911612551018,0.00325718163311468,0.0175742860446294,0.0107985529938988,0.0197254165688805,0.0168542898937862,0.0163304514889529,0.00933271115258983,0.0119476412193622,0.00292255236239649,0.0139095876800795,0.0236366569861246,0.0268137386781455,0.0340983179032468,0.0168483972674724,0.0185345392580941,0.0233796596960644,0.025632233176168,0.0179230022646393,0.0219382835101254,0.0224928639391056,0.0198135198135198,0.0287944492627927,0.0320694259012016,0.0255561684133113,0.0215869803524749,0.00720906282183316,0.0164086687306502,0.030752002756482,0.017388218594748,0.012522709576953,0.00993863393810032,0.0233093790307721,0.0239856086348191,0.0112677753675584,0.0176520769079336,0.0135603286152628,0.0136986301369863,0.0214242908509788,0.0194740582800284,0.0113604488078541,0.0143476547102877,0.0274744799069647,0.0225851728977925,0.022439803336555,0.0241462877285746,0.0143910143910144,0.0126315789473684,0.0189951823812801,0.03446480918331,0.0224096208843587,0.0164573257715459,0.012589747871097,0.0278185414406942,0.0194808242970474,0.0281355177881005,0.023469662031208,0.0333874618639898,0.0158169177288528,0.0303522000572683,0.00838550983899821,0.0117535217353729,0.0220109689213894,0.0160753739492597,0.00277287622888833,0.0403488220747104,0.0182321341364154,0.0129557522123894,0.0115207373271889,0.0276958057181559,0.00831884777750186,0.00990285177060483,0.0100737797956867,0.0142404346841748,0.0196683836299672,0.01827609321399,0.00690796574800317,0.0151372736072726,0.00813678273259305,0.0276492227364424,0.024743719909606,0.0143855632211611,0.000369986680479503,0.014957888826502,0.00680686009811005,0.00770490808712006,0.0163451232583065,0.0129481498532543,0.0271810227041484,0.0268610548820706,0.013557133634603,0.00579470198675497,0.00458400576863647,0.00698321057882113,0.0111298482293423,0.00704456094364351,0.00955414012738853,0.0106288103627246,0.00785153461812991,0.00867805446936955,0.00806318907355603,0.00855477951812208,0.0188113477171036,0.0146047073023537,0.00550122249388753,0.0294546901950378,0.0105097686952616
"4","6300","Pretest Clinical Probability for Pulmonary Embolism (PE)_result",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","6305","Pretest Clinical Probability for Pulmonary Embolism (PE)_result_Date",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","6310","Pretest Clinical Probability for Pulmonary Embolism (PE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136897744989923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","6420","CT ordered for aortic dissection",0,0,0.00511196561863832,0.0157474852584114,0.0175476486150856,0.0178361886881014,0.00184443172422566,0.00138755470167574,0.00342199408928294,0.00509531757884565,0.00730638090599123,0.0014903129657228,0.00306550500161342,0.00260066361761277,0.00378145781718607,0,0.00757635338838642,0.0020781919729835,0.00111444492070296,0.00278227110967325,0.00655737704918033,0.00418648905803996,0.000777000777000777,0.001040763226366,0.00130841121495327,0.00110314396028682,0.0016864828400371,0.00386199794026777,0.00536635706914345,0,0,0,0,0,0,0,0.00164052759367413,0.00326635652776403,0,0.00299640431482221,0.00843402037431888,0.008835904628331,0.00425699645250296,0.00310117586251454,0.00523159372208753,0.00752195654914485,0.00691782330909892,0,0,0.0158981417756366,0,0.000410647503116521,0,0,0,0,0,0,0,0.00544611819235226,0,0,0,0,0,0,0,0,0,0.00314201927105153,0,0,0,0,0,0,0,0,0.0129487521218838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248344370860927,0,0.0153566956041857,0.0015177065767285,0.00245740498034076,0.000636942675159236,0,0,3.43006105508678e-05,0,0,0,0,0,0,4.4913541432742e-05
"8","6425","Date and timing of aortic dissection",0,0,0.00511196561863832,0.0157474852584114,0.0175476486150856,0.0178361886881014,0.00184443172422566,0.00138755470167574,0.00342199408928294,0.00509531757884565,0.00730638090599123,0.0014903129657228,0.00306550500161342,0.00260066361761277,0.00378145781718607,0,0.00757635338838642,0.0020781919729835,0.00111444492070296,0.00278227110967325,0.00655737704918033,0.00418648905803996,0.000777000777000777,0.001040763226366,0.00130841121495327,0.00110314396028682,0.0016864828400371,0.00386199794026777,0.00536635706914345,0,0,0,0,0,0,0,0.00164052759367413,0.00326635652776403,0,0.00299640431482221,0.00843402037431888,0.008835904628331,0.00425699645250296,0.00310117586251454,0.00523159372208753,0.00752195654914485,0.00691782330909892,0,0,0.0158981417756366,0,0.000410647503116521,0,0,0,0,0,0,0,0.00544611819235226,0,0,0,0,0,0,0,0,0,0.00314201927105153,0,0,0,0,0,0,0,0,0.0129487521218838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248344370860927,0,0.0153566956041857,0.0015177065767285,0.00245740498034076,0.000636942675159236,0,0,3.43006105508678e-05,0,0,0,0,0,0,4.4913541432742e-05
"9","6430","D-dimer",0.0476355040709971,0.0882314711310994,0.0101786926034834,0.0515897791652214,0.00966470492953944,0.0217671908002816,0.0345989951027158,0.0261500693777351,0.029398040130658,0.0756391109549328,0.0881636629322942,0.0730253353204173,0.058567279767667,0.0803515379786566,0.0751727735037163,0.01816211245402,0.0241709267269629,0.018833614755163,0.0144877839691384,0.0267874474280168,0.0238187078109932,0.0272121788772598,0.0273892773892774,0.0215091066782307,0.0198130841121495,0.018385732671447,0.0179610422463951,0.0234294541709578,0.0254901960784314,0,0,0.00136257461718142,0.00560298826040555,0,0.00169898061163302,0.090353097131839,0.031891856421025,0.0625556765317233,0.453490458814381,0.0262185377546944,0.0221748400852878,0.0200561009817672,0.0234134804887663,0.0324654348106991,0.00701799157841011,0.0537042484346766,0.0281559814937211,0.0370744120744121,0.0766507177033493,0.0964670796054141,0.00199994520698063,0.0249175038498203,1.73967502870464e-05,0.0056770746368342,0.0188221782683596,0.0496174247758532,0.101624433256377,0,0.00398582816651904,0.0289107763615295,0,0,0.0468412410336185,0.0239366240097502,0.0181324123219138,0.02268716914545,0,0.0207064951977861,0.0235044247787611,0.0201089233347298,0.0153354941705771,0.149615098087907,0.0856157944218113,0,0,0.0444876571615183,0.00205039233468712,0.0358350723177664,0.0685456152410881,0.121192138760995,0.102646256081642,0.0418072249697049,0,0,0.107692307692308,0.0143742632239419,0.0387065461384457,0.0159096998928189,0,8.72118375534172e-05,0.00748288489094093,0.0164622336991607,0.0289735099337748,0.155581499158741,0.0856133126737843,0.03035413153457,0.0244102228047182,0.0267515923566879,0.00625740142399743,0.0653379454235985,0.050078891404267,0.0604739180516702,0.00314088523370666,0.0278304870335231,0.00919044745236658,0,0.000663393923311662,0.0138333707612845
"10","6435","D-dimer test results",0.0285730083908157,0.0882314711310994,0.0127120560959059,0.0515897791652214,0.00966470492953944,0.0217671908002816,0.0235960058513006,0.0170775963283168,0.024731684554363,0.057805499428973,0.0501704822211398,0.0253353204172876,0.0359793481768312,0.0450183840014348,0.037162602686139,0.01816211245402,0.00909686721719754,0,0,0,0,0,0,0,0,0,0,0.00592173017507724,0,0,0,0,0.00553628601921025,0,0,0.090353097131839,0,0,0.453490458814381,0.0103875349580503,0.0222222222222222,0.0200561009817672,0.00906582577847852,0.0126631347719344,0.00701799157841011,0.0151279573055427,0.0126459572593082,0.0403211653211653,0.0766507177033493,0.0203945859142005,0,0.0249175038498203,1.73967502870464e-05,0.0056770746368342,0.0181203343329292,0.0486785898699714,0.0996356151428333,0,0,0,0,0,0.0468412410336185,0.0239366240097502,0.0181324123219138,0.02268716914545,0,0.0149763958977698,0.0235044247787611,0.00795978215333054,0.0153354941705771,0.149615098087907,0.0856157944218113,0,0,0.0444876571615183,0.00205039233468712,0.0126646038713391,0.0573364571204108,0.121192138760995,0.102646256081642,0.0418072249697049,0,0,0.107692307692308,0.0143742632239419,0.0387065461384457,0.0159096998928189,0,8.72118375534172e-05,0.00748288489094093,0.0164622336991607,0,0.155581499158741,0.0756797486893214,0,0,0,0.00625740142399743,0.015593257563279,0.019722851066749,0.023078821787066,0.00314088523370666,0.00208494389392555,0.00919044745236658,0,0.000663393923311662,0.0138333707612845
