"","Element_ID","ElementName","Baltimore Washington Medical Center Department of Emergency Medicine","Beloit Memorial Hospital","Bon Secours Hospital","Bronson Battle Creek","Bronson LakeView Hospital","Bronson Methodist Hospital","CHI Baylor St. Luke's CEC Holcombe","CHI Baylor-St. Luke's CEC Pearland","CHI Baylor-St. Luke's CEC San Felipe","CHI Baylor-St. Luke's Medical Center, Texas Medical Center campus ","CHI St. Luke's Lakeside Hospital","CHI St. Luke's Springwoods Village Hospital","CHI St. Luke's Sugarland Hospital","CHI St. Luke's Vintage Hospital","CHI St. Luke's Woodlands Hospital","Cape Canaveral Hospital","Carolina East Medical Center (CRAV)","Carolinas HealthCare System Harrisburg (HARG)","Carolinas HealthCare System Kannapolis (KANN)","Carolinas HealthCare System Lincoln (LINC)","Carolinas HealthCare System NorthEast (NORT)","Carolinas HealthCare System Pineville (PINE)","Carolinas HealthCare System SouthPark (MORR)","Carolinas HealthCare System Steele Creek (STEE)","Carolinas HealthCare System University (UNIV)","Carolinas Medical Center - Huntersville (HUNT)","Carolinas Medical Center - Mercy (MERC)","Carson Valley Medical Center","Carteret Health Care (CART)","Centinela Hospital Medical Center","CentraCare Health St. Cloud Hospital","Coast Plaza Hospital","College Medical Center","Doctors Hospital at Renaissance","East Los Angeles Doctors Hospital","Emerson Hospital","Fairview Ridges Hospital","Fairview Southdale Hospital","Flagstaff Medical Center","Florida Hospital Carrollwood (CARO)","Florida Hospital Heartland Medical Center (HART)","Florida Hospital Lake Placid (PLAC)","Florida Hospital North Pinellas (NPIN)","Florida Hospital Tampa (TAMP)","Florida Hospital Wauchula (WAUC)","Florida Hospital Wesley Chapel (WECH)","Florida Hospital Zephyrhills (FLOZ)","Gila Regional Medical Center","Goleta Valley Cottage Hospital","Health Partners Methodist Hospital","Hollywood Presbyterian Medical Center","Holmes Regional Medical Center","Holy Family Hospital","Indian River Medical Center","Inspira Health Center Bridgeton SED","Inspira Medical Center Elmer","Inspira Medical Center Vineland ED","Little Company of Mary Hospital (Providence)","Memorial Hospital of Gardena","Mercy Health - Clermont Hospital (MEHE)","Mercy Medical Center","Mission Community Hospital","Mt. San Rafael Hospital","MultiCare Auburn Medical Center","North Mississippi Medical Center","NorthPointe Immediate Care","Norton Women and Childrens Hospital","Olathe Medical Center","Palm Bay Hospital","Palm Harbor Emergency Room (PALM)","Parkview Community Hospital Medical Center","Penn Highlands Brookville","Penn Highlands Clearfield","Penn Highlands Elk","Providence Regional Medical Center","Providence St.Joseph Medical Center","Providence Tarzana Medical Center","Queen Anne's Emergency Center (UMMS)","Queen's Medical Center West","Rhode Island Hospital","Robert Wood Johnson University Hospital","SMRMC","Sacred Heart Medical Center","Sacred Heart Medical Center Pediatrics","Santa Barbara Cottage Hospital","Shasta Regional Medical Center","St. Joseph's/Candler","Swedish Issaquah","Swedish Medical Center Cherry Hill Campus","Swedish Medical Center First Hill Campus","Swedish Mill Creek","Swedish Redmond Campus","Telluride Regional Medical Center ED","The Miriam Hospital","The Queens Medical Center","The Urgency Room - Eagan","The Urgency Room - Vadnais","The Urgency Room - Woodbury","The Valley Hospital","UM Shore Medical Center at Dorchester (UMMS)","UM Shore Medical Center at Easton (UMMS)","UMMC Midtown Campus (UMMS)","University of Maryland Harford Memorial Hospital (UMMS)","University of Maryland Medical Center (UMMS)","University of Maryland Upper Chesapeake Medical Center (UMMS)","Urgent Care at Doctors Hospital at Renaissance","Valley Presbyterian Hospital","Viera Hospital"
"1","6000","Diagnosis of asthma",657,498,590,464,152,1060,277,228,77,96,20,19,207,95,78,258,351,96,122,104,153,266,35,180,639,40,146,59,53,1482,184,232,306,281,180,325,232,123,710,311,234,56,107,1138,70,260,210,365,331,758,384,664,687,318,407,291,1298,1596,1094,156,692,325,101,702,570,48,1160,307,583,37,816,66,168,99,891,1040,770,100,1525,1059,733,744,781,644,455,230,300,229,234,573,475,94,6,585,1661,56,67,70,670,229,251,470,178,615,736,22,1001,184
"2","6005","Onset date and timing of diagnosis of asthma",657,498,590,464,152,1060,277,228,77,96,20,19,207,95,78,258,351,96,122,104,153,266,35,180,639,40,146,59,53,1482,184,232,306,281,180,325,232,123,710,311,234,56,107,1138,70,260,210,365,331,758,384,664,687,318,407,291,1298,1596,1094,156,692,325,101,702,570,48,1160,307,583,37,816,66,168,99,891,1040,770,100,1525,1059,733,744,781,644,455,230,300,229,234,573,475,94,6,585,1661,56,67,70,670,229,251,470,178,615,736,22,1001,184
"3","6010","Diagnosis of COPD",1100,473,360,1201,223,1302,62,33,34,82,19,6,57,39,105,462,427,29,102,214,303,222,21,64,227,13,132,42,99,1592,317,160,365,319,85,235,60,81,654,226,429,154,207,729,109,221,465,386,132,937,211,1133,1269,495,79,331,1171,911,436,456,467,185,157,636,1124,21,709,324,668,55,451,157,294,239,1739,704,260,86,981,1459,408,1047,1214,0,479,454,291,156,293,693,80,21,0,1298,1720,11,15,18,645,173,314,453,281,448,630,7,152,325
"4","6015","Onset date and timing of diagnosis of COPD",1100,473,360,1201,223,1302,62,33,34,82,19,6,57,39,105,462,427,29,102,214,303,222,21,64,227,13,132,42,99,1592,317,160,365,319,85,235,60,81,654,226,429,154,207,729,109,221,465,386,132,937,211,1133,1269,495,79,331,1171,911,436,456,467,185,157,636,1124,21,709,324,668,55,451,157,294,239,1739,704,260,86,981,1459,408,1047,1214,0,479,454,291,156,293,693,80,21,0,1298,1720,11,15,18,645,173,314,453,281,448,630,7,152,325
"5","6020","Tobacco Use Screening",10294,34789,21762,37095,12666,55799,11182,6103,4423,8450,1178,1416,8309,7964,11017,18359,22543,0,0,0,0,0,0,0,0,0,0,3755,0,21431,13834,2381,2952,0,2253,28182,0,0,30451,9689,11331,3819,6739,25245,4812,10732,11365,5991,14910,0,0,49840,52960,29764,9786,9993,43130,54485,6125,0,0,15255,4915,34149,77976,7352,45701,21656,26461,1819,25401,3337,5356,0,81797,12495,40023,11414,68397,70413,6733,21639,59771,15684,36282,9941,30028,10257,16134,30765,14174,2570,0,53455,86370,521,569,452,89,14905,23106,15633,527,23801,1241,0,14689,14159
"6","6025","Date & timing of tobacco use screening",10294,34789,21762,37095,12666,55799,11182,6103,4423,8450,1178,1416,8309,7964,11017,18359,22543,0,0,0,0,0,0,0,0,0,0,3755,0,21431,13834,2381,2952,0,2253,28182,0,0,30451,9689,11331,3819,6739,25245,4812,10732,11365,5991,14910,0,0,49840,52960,29764,9786,9993,43130,54485,6125,0,0,15255,4915,34149,77976,7352,45701,21656,26461,1819,25401,3337,5356,0,81797,12495,40023,11414,68397,70413,6733,21639,59771,15684,36282,9941,30028,10257,16134,30765,14174,2570,0,53455,86370,521,569,452,89,14905,23106,15633,527,23801,1241,0,14689,14159
"7","6030","Tobacco use cessation counseling",4379,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,16202,0,0,0,0,0,0,0,0,0,0,4,0,237,0,4,393,0,0,22,0,4,0,0,0,0,2,21,0,0,3,0,40,13,31,122,195,0,840,588,3910,40,264,0,0,13,231,5973,0,0,0,0,128,0,293,612,1148,0,698,12,241,52,9,4930,1,63,519,3,43,51,6701,294,79,160,1557,104,0,2193,64,0,0,0,0,55,522,4289,92,5932,374,0,217,1
"8","6031","Date of Tobacco use cessation counseling",4379,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,16202,0,0,0,0,0,0,0,0,0,0,4,0,237,0,4,393,0,0,22,0,4,0,0,0,0,2,21,0,0,3,0,40,13,31,122,195,0,840,588,3910,40,264,0,0,13,231,5973,0,0,0,0,128,0,293,612,1148,0,698,12,241,52,9,4930,1,63,519,3,43,51,6701,294,79,160,1557,104,0,2193,64,0,0,0,0,55,522,4289,92,5932,374,0,217,1
"9","6033","Date of Tobacco Use Cessation medication",4369,3481,792,959,51,392,30,13,3,19,1,1,14,17,9,3532,612,24,55,241,612,522,15,62,517,13,227,3,73,1275,845,35,3108,0,27,1058,0,0,3257,412,945,93,404,1377,86,300,585,93,625,3712,3,10429,229,1295,246,158,1299,1958,114,344,0,308,114,2207,0,142,2783,1501,5138,29,753,794,1290,0,2587,1939,791,2,1064,8319,128,653,2863,47,3278,543,244,529,478,1282,470,64,0,4436,1810,1,2,2,681,7,6,761,0,975,0,0,1,2383
"10","6035","Tobacco Use Cessation medication",4369,3481,792,961,54,392,31,13,3,19,1,1,15,19,10,3532,815,172,353,721,1629,1683,146,320,1697,97,549,43,219,1296,845,35,3108,0,27,1058,0,0,3257,596,1059,130,583,1814,149,494,691,95,650,3712,3,10429,229,1295,246,158,1299,1958,114,972,0,308,114,2207,0,142,2783,1501,5138,73,753,794,1290,0,2587,1939,791,2,1074,8388,128,653,2863,47,3502,543,253,531,478,1282,472,65,0,4509,1864,1,2,2,685,7,6,761,0,976,0,0,1,2383
