"","Facet_text","median","min","max","q_25","q_75","q_25_15IQR","q_75_15IQR","q_10","q_90"
"1","2060 Gender",1,0,1.0509371356829,0.999985514382019,1.00000731004839,0.99995282088246,1.00004000354795,0.685031722873837,1.00033551005378
"2","6100 Diagnosis of minor blunt head trauma (non-penetrating injuries)",0.0338626230220545,0.000180954535173038,0.237925714963807,0.0277452149163679,0.0410535455148973,0.00778271901857378,0.0610160414126914,0.0217238524203404,0.0480477523322344
"3","6105 Onset date and timing of diagnosis of minor blunt head trauma",0.0338626230220545,0.000180954535173038,0.237925714963807,0.0277452149163679,0.0410535455148973,0.00778271901857378,0.0610160414126914,0.0217238524203404,0.0480477523322344
"4","6110 Documentation of Glasgow Coma Scale (GCS) score",0.00443873980840912,0,0.893224799949059,0.0286206002150223,0.53576349679871,-0.732093744660509,1.29647784167424,0.00528217454260358,0.663036310300228
"5","6115 Onset date and timing of documentation of Glasgow Coma Scale (GCS) score",0.00443873980840912,0,0.893224799949059,0.0286206002150223,0.53576349679871,-0.732093744660509,1.29647784167424,0.00528217454260358,0.663036310300228
"6","6120 Head CT for trauma ordered",0.0488360703644852,0,0.278877035373386,0.0242855528695718,0.139321998983112,-0.148269116300738,0.311876668153421,0.0121591056483164,0.183424248004246
"7","6125 Onset date and timing of head CT for trauma ordered",0.0488360703644852,0,0.278877035373386,0.0242855528695718,0.139321998983112,-0.148269116300738,0.311876668153421,0.0121591056483164,0.183527882223198
"8","6130 Diagnosis of Ventricular shunt",0,0,0.00189865907203038,5.84803871401629e-05,0.000207296849087894,-0.000164744305781434,0.00043052154200949,3.20384351638422e-05,0.000284223272645083
"9","6135 Onset date and timing of diagnosis of Ventricular shunt",0,0,0.00189865907203038,5.84803871401629e-05,0.000207296849087894,-0.000164744305781434,0.00043052154200949,3.20384351638422e-05,0.000284223272645083
"10","6140 Diagnosis of Brain Tumor",0.000344732348087692,0,0.00830663344013291,0.000209467951403435,0.000615967780146885,-0.000400281791711739,0.00122571752326206,9.43215408756074e-05,0.000969257256825662
"11","6145 Onset date and timing of diagnosis of Brain Tumor",0.000344732348087692,0,0.00830663344013291,0.000209467951403435,0.000615967780146885,-0.000400281791711739,0.00122571752326206,9.43215408756074e-05,0.000969257256825662
"12","6150 Current prescription of antiplatelet medications",0.0389143038469064,0,0.281704187137934,0.0111970658380839,0.0912517113670453,-0.108884902455358,0.211333679660487,0.00186261580292743,0.164221447342185
"13","6155 Prescription onset date and timing of current antiplatelet medication",0.0389143038469064,0,0.281704187137934,0.0111970658380839,0.0912517113670453,-0.108884902455358,0.211333679660487,0.00186261580292743,0.164221447342185
"14","6160 Diagnosis of trauma, excluding head trauma",0.102343617627752,0.00461434064691246,0.264072847682119,0.0877364953995551,0.113763321254,0.048696256617887,0.152803560035669,0.0690565597771519,0.130891531609737
"15","6165 Onset date and timing of diagnosis of trauma, excluding head trauma",0.102343617627752,0.00461434064691246,0.264072847682119,0.0877364953995551,0.113763321254,0.048696256617887,0.152803560035669,0.0690565597771519,0.130891531609737
"16","6170 CT of Torso ordered",0.0343563880954383,0,0.293698825204699,0.0478795792261292,0.104107953354628,-0.0364629819666191,0.188450514547376,0.029369081614054,0.139124921870101
"17","6175 Onset date and timing of CT of Torso ordered",0.0343563880954383,0,0.293698825204699,0.0478795792261292,0.104107953354628,-0.0364629819666191,0.188450514547376,0.029369081614054,0.139124921870101
"18","6180 Loss of consciousness",0.0181177401438904,0,0.428029219850781,0.0130951443918113,0.0254651442278502,-0.00545985536224705,0.0440201439819085,0.00966808329785586,0.0374116352100928
"19","6185 Onset date and timing of loss of consciousness",0.0181177401438904,0,0.428029219850781,0.0130951443918113,0.0254651442278502,-0.00545985536224705,0.0440201439819085,0.00966808329785586,0.0374116352100928
"20","6190 Post traumatic amnesia",0,0,0.35814357151713,0.162860098219901,0.34179270997617,-0.105538819414502,0.610191627610573,0.0653110480907162,0.351603226900746
"21","6210 Short term memory deficits",0.000157694511280756,0,0.352233747985287,0.000116758849196793,0.000416913926379733,-0.000333473766577617,0.000867146542154142,6.50662791415911e-05,0.000648996011500162
"22","6215 Onset date and timing of short term memory deficits",0.000157694511280756,0,0.352233747985287,0.000116758849196793,0.000416913926379733,-0.000333473766577617,0.000867146542154142,6.50662791415911e-05,0.000648996011500162
"23","6220 Seizure after head injury",0.00361306542817958,0,0.360044633632268,0.00216876837164551,0.00667506083756069,-0.00459067032722726,0.0134344995364335,0.000940995990811359,0.00994332761234526
"24","6225 Onset date and timing of seizure after head injury",0.00361306542817958,0,0.360044633632268,0.00216876837164551,0.00667506083756069,-0.00459067032722726,0.0134344995364335,0.000940995990811359,0.00994332761234526
"25","6265 Diagnosis of coagulopathies",0.00221423189673095,0,0.0592419435631992,0.000952364133212505,0.00388107490943567,-0.00344070203112224,0.00827414107377041,0.000440906124281189,0.00630706537129716
"26","6270 Onset date and timing of diagnosis of coagulopathies",0.00221423189673095,0,0.0592419435631992,0.000952364133212505,0.00386282643424402,-0.00341332931833477,0.0082285198857913,0.000440906124281189,0.00630706537129716
"27","6275 Diagnosis of Thrombocytopenia",0.00141112607092061,0,0.0166132668802658,0.000679241035606,0.00270275322063627,-0.0023560272419394,0.00573802149818167,0.000312224843915416,0.00365060103170764
"28","6280 Onset date and timing of diagnosis of Thrombocytopenia",0.00141112607092061,0,0.0166132668802658,0.000679241035606,0.00270275322063627,-0.0023560272419394,0.00573802149818167,0.000312224843915416,0.00365060103170764
"29","6285 Determination of Pregnancy",0.0163768959944783,0.000369986680479503,0.0403488220747104,0.0107561173361053,0.0225159411787773,-0.00688361842790285,0.0401556769427855,0.00715971225837627,0.0277326264349174
"30","6290 Onset date and timing of Pregnancy",0.0163768959944783,0.000369986680479503,0.0403488220747104,0.0107561173361053,0.0225159411787773,-0.00688361842790285,0.0401556769427855,0.00715971225837627,0.0277326264349174
"31","6325 Date and time of patient arrival to Emergency Department (ED)",1,1,1,1,1,1,1,1,1
"32","6350 Prescription of anticoagulant medications",0.0319879643886927,0,0.43466730954677,0.00636156934836244,0.17741935483871,-0.250225108887158,0.434006033074231,0.00155643943506282,0.252435654318753
"33","6355 Onset date and timing of prescription of anticoagulant medications",0.0319879643886927,0,0.43466730954677,0.00636156934836244,0.17741935483871,-0.250225108887158,0.434006033074231,0.00155643943506282,0.252435654318753
"34","6360 Dangerous mechanism of injury",0.000995042904806166,0,0.0227492739593417,0.000560747663551402,0.00688911311367037,-0.00893180051162704,0.0163816612888488,0.000161413107347584,0.0115306384247535
"35","6365 Onset date and timing of dangerous mechanism of injury",0.000995042904806166,0,0.0227492739593417,0.000560747663551402,0.00688911311367037,-0.00893180051162704,0.0163816612888488,0.000161413107347584,0.0115306384247535
"36","6370 Physical signs of basilar skull fracture",2.47975642915933e-05,0,0.371781625821383,6.6277479152878e-05,0.000301778873365888,-0.000286974612166636,0.000655030964685402,3.66373729764408e-05,0.0017564916203457
"37","6375 Onset date and timing of physical signs of basilar skull fracture",2.47975642915933e-05,0,0.371781625821383,6.6277479152878e-05,0.000301778873365888,-0.000286974612166636,0.000655030964685402,3.66373729764408e-05,0.0017564916203457
"38","6390 Vomiting",0.0397898322894798,0,0.422206046741363,0.028518763715434,0.0529593799841811,-0.00814216068768665,0.0896203043873018,0.0200587090641036,0.129124615894111
"39","6395 Onset date and timing of vomiting",0.0397898322894798,0,0.422206046741363,0.028518763715434,0.0529593799841811,-0.00814216068768665,0.0896203043873018,0.0200587090641036,0.129124615894111
"40","6400 Drug or alcohol intoxication",0.00478782993196951,0,0.358928792825557,0.00207670754033329,0.0120067836256895,-0.012818406587701,0.0269018977537238,0.00124391098571584,0.0195251595801439
"41","6405 Onset date and timing of drug or alcohol intoxication",0.00478782993196951,0,0.358928792825557,0.00207670754033329,0.0120067836256895,-0.012818406587701,0.0269018977537238,0.00124391098571584,0.0195251595801439
"42","6410 Focal Neurological Deficit",6.49507639334502e-05,0,0.35814357151713,9.68818172077936e-05,0.000490997282303043,-0.000494291380435081,0.00108217047994592,5.47747281584734e-05,0.00148611585517793
"43","6450 Onset date and timing of focal Neurological Deficit",6.49507639334502e-05,0,0.35814357151713,9.68818172077936e-05,0.000490997282303043,-0.000494291380435081,0.00108217047994592,5.47747281584734e-05,0.00148611585517793
"44","7105 Evidence of Trauma of Head or Neck",0,0,0.373021448939951,0.00494339001692058,0.015695918695799,-0.0111854030013971,0.0318247117141167,0.00301065879462498,0.0217867345838171
