"","Element_ID","ElementName","Baltimore Washington Medical Center Department of Emergency Medicine","Beloit Memorial Hospital","Bon Secours Hospital","Bronson Battle Creek","Bronson LakeView Hospital","Bronson Methodist Hospital","CHI Baylor St. Luke's CEC Holcombe","CHI Baylor-St. Luke's CEC Pearland","CHI Baylor-St. Luke's CEC San Felipe","CHI Baylor-St. Luke's Medical Center, Texas Medical Center campus ","CHI St. Luke's Lakeside Hospital","CHI St. Luke's Springwoods Village Hospital","CHI St. Luke's Sugarland Hospital","CHI St. Luke's Vintage Hospital","CHI St. Luke's Woodlands Hospital","Cape Canaveral Hospital","Carolina East Medical Center (CRAV)","Carolinas HealthCare System Harrisburg (HARG)","Carolinas HealthCare System Kannapolis (KANN)","Carolinas HealthCare System Lincoln (LINC)","Carolinas HealthCare System NorthEast (NORT)","Carolinas HealthCare System Pineville (PINE)","Carolinas HealthCare System SouthPark (MORR)","Carolinas HealthCare System Steele Creek (STEE)","Carolinas HealthCare System University (UNIV)","Carolinas Medical Center - Huntersville (HUNT)","Carolinas Medical Center - Mercy (MERC)","Carson Valley Medical Center","Carteret Health Care (CART)","Centinela Hospital Medical Center","CentraCare Health St. Cloud Hospital","Coast Plaza Hospital","College Medical Center","Doctors Hospital at Renaissance","East Los Angeles Doctors Hospital","Emerson Hospital","Fairview Ridges Hospital","Fairview Southdale Hospital","Flagstaff Medical Center","Florida Hospital Carrollwood (CARO)","Florida Hospital Heartland Medical Center (HART)","Florida Hospital Lake Placid (PLAC)","Florida Hospital North Pinellas (NPIN)","Florida Hospital Tampa (TAMP)","Florida Hospital Wauchula (WAUC)","Florida Hospital Wesley Chapel (WECH)","Florida Hospital Zephyrhills (FLOZ)","Gila Regional Medical Center","Goleta Valley Cottage Hospital","Health Partners Methodist Hospital","Hollywood Presbyterian Medical Center","Holmes Regional Medical Center","Holy Family Hospital","Indian River Medical Center","Inspira Health Center Bridgeton SED","Inspira Medical Center Elmer","Inspira Medical Center Vineland ED","Little Company of Mary Hospital (Providence)","Memorial Hospital of Gardena","Mercy Health - Clermont Hospital (MEHE)","Mercy Medical Center","Mission Community Hospital","Mt. San Rafael Hospital","MultiCare Auburn Medical Center","North Mississippi Medical Center","NorthPointe Immediate Care","Norton Women and Childrens Hospital","Olathe Medical Center","Palm Bay Hospital","Palm Harbor Emergency Room (PALM)","Parkview Community Hospital Medical Center","Penn Highlands Brookville","Penn Highlands Clearfield","Penn Highlands Elk","Providence Regional Medical Center","Providence St.Joseph Medical Center","Providence Tarzana Medical Center","Queen Anne's Emergency Center (UMMS)","Queen's Medical Center West","Rhode Island Hospital","Robert Wood Johnson University Hospital","SMRMC","Sacred Heart Medical Center","Sacred Heart Medical Center Pediatrics","Santa Barbara Cottage Hospital","Shasta Regional Medical Center","St. Joseph's/Candler","Swedish Issaquah","Swedish Medical Center Cherry Hill Campus","Swedish Medical Center First Hill Campus","Swedish Mill Creek","Swedish Redmond Campus","Telluride Regional Medical Center ED","The Miriam Hospital","The Queens Medical Center","The Urgency Room - Eagan","The Urgency Room - Vadnais","The Urgency Room - Woodbury","The Valley Hospital","UM Shore Medical Center at Dorchester (UMMS)","UM Shore Medical Center at Easton (UMMS)","UMMC Midtown Campus (UMMS)","University of Maryland Harford Memorial Hospital (UMMS)","University of Maryland Medical Center (UMMS)","University of Maryland Upper Chesapeake Medical Center (UMMS)","Urgent Care at Doctors Hospital at Renaissance","Valley Presbyterian Hospital","Viera Hospital"
"1","2060","Gender",71259,38467,22106,43245,18521,85220,15723,9369,6429,11383,2056,2047,12395,11719,15869,30448,38159,7700,11665,15455,20740,26277,5148,17295,37453,5439,11859,3882,9690,58045,14090,15414,14419,43416,3213,33192,15239,10102,50137,20032,21107,7130,12686,62026,7840,23807,22698,22792,15974,43588,36503,68185,57482,29887,15673,21303,71901,4832,40648,17263,0,17912,11572,41025,78744,7934,53778,29908,42375,4775,0,2887,5924,0,88340,7184,50722,0,71277,84923,8427,61067,66385,27165,39159,11724,32966,29856,17377,34399,43967,9294,1208,58246,94226,5930,6104,6280,68400,0,18730,16170,12042,23675,29627,4908,67833,22265
"2","6285","Determination of Pregnancy",1198,769,72,760,200,1681,265,153,60,136,6,28,293,299,523,513,707,180,299,277,455,591,102,498,1201,139,256,28,159,1785,245,193,149,1012,240,374,269,137,687,429,411,81,182,1701,177,534,548,328,264,828,1258,1528,946,377,436,415,2023,1659,1357,273,954,150,136,903,1266,22,2170,560,549,55,1145,67,158,142,1258,1325,927,96,1079,691,233,1511,955,10,666,179,254,488,225,935,1181,126,7,267,658,66,43,60,727,143,253,196,205,803,830,27,1998,234
"3","6290","Onset date and timing of Pregnancy",1198,769,72,760,200,1681,265,153,60,136,6,28,293,299,523,513,707,180,299,277,455,591,102,498,1201,139,256,28,159,1785,245,193,149,1012,240,374,269,137,687,429,411,81,182,1701,177,534,548,328,264,828,1258,1528,946,377,436,415,2023,1659,1357,273,954,150,136,903,1266,22,2170,560,549,55,1145,67,158,142,1258,1325,927,96,1079,691,233,1511,955,10,666,179,254,488,225,935,1181,126,7,267,658,66,43,60,727,143,253,196,207,803,847,27,1998,234
"4","6300","Pretest Clinical Probability for Pulmonary Embolism (PE)_result",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","6305","Pretest Clinical Probability for Pulmonary Embolism (PE)_result_Date",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","6310","Pretest Clinical Probability for Pulmonary Embolism (PE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","6420","CT ordered for aortic dissection",0,0,113,681,325,1520,29,13,22,58,15,3,38,29,58,0,289,16,13,43,136,110,4,18,49,6,20,15,52,0,0,0,0,0,0,0,25,33,0,60,178,63,54,192,41,179,157,0,0,693,0,28,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1447,9,15,4,0,0,1,0,0,0,0,0,0,1
"8","6425","Date and timing of aortic dissection",0,0,113,681,325,1520,29,13,22,58,15,3,38,29,58,0,289,16,13,43,136,110,4,18,49,6,20,15,52,0,0,0,0,0,0,0,25,33,0,60,178,63,54,192,41,179,157,0,0,693,0,28,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1447,9,15,4,0,0,1,0,0,0,0,0,0,1
"9","6430","D-dimer",3446,3394,225,2231,179,1855,544,245,189,861,181,147,726,896,1153,553,922,145,169,414,494,715,141,372,742,100,213,91,247,0,0,21,84,0,17,2999,486,632,22743,525,468,143,297,2010,55,1278,639,845,1602,4205,73,1699,1,170,295,1057,7307,0,162,499,0,0,542,982,1428,180,0,636,996,96,634,1205,1366,0,0,2997,104,498,4886,10292,865,2553,0,0,4795,378,1276,475,0,3,329,153,35,9062,8067,180,149,168,428,1190,1460,1470,76,1188,533,0,45,308
"10","6435","D-dimer test results",2067,3394,281,2231,179,1855,371,160,159,658,103,51,446,502,570,553,347,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,83,0,0,2999,0,0,22743,208,469,143,115,784,55,360,287,919,1602,889,0,1699,1,170,284,1037,7164,0,0,0,0,0,542,982,1428,180,0,460,996,38,634,1205,1366,0,0,2997,104,176,4087,10292,865,2553,0,0,4795,378,1276,475,0,3,329,153,0,9062,7131,0,0,0,428,284,575,561,76,89,533,0,45,308
