"","Element_ID","ElementName","Baltimore Washington Medical Center Department of Emergency Medicine","Beloit Memorial Hospital","Bon Secours Hospital","Bronson Battle Creek","Bronson LakeView Hospital","Bronson Methodist Hospital","CHI Baylor St. Luke's CEC Holcombe","CHI Baylor-St. Luke's CEC Pearland","CHI Baylor-St. Luke's CEC San Felipe","CHI Baylor-St. Luke's Medical Center, Texas Medical Center campus ","CHI St. Luke's Lakeside Hospital","CHI St. Luke's Springwoods Village Hospital","CHI St. Luke's Sugarland Hospital","CHI St. Luke's Vintage Hospital","CHI St. Luke's Woodlands Hospital","Cape Canaveral Hospital","Carolina East Medical Center (CRAV)","Carolinas HealthCare System Harrisburg (HARG)","Carolinas HealthCare System Kannapolis (KANN)","Carolinas HealthCare System Lincoln (LINC)","Carolinas HealthCare System NorthEast (NORT)","Carolinas HealthCare System Pineville (PINE)","Carolinas HealthCare System SouthPark (MORR)","Carolinas HealthCare System Steele Creek (STEE)","Carolinas HealthCare System University (UNIV)","Carolinas Medical Center - Huntersville (HUNT)","Carolinas Medical Center - Mercy (MERC)","Carson Valley Medical Center","Carteret Health Care (CART)","Centinela Hospital Medical Center","CentraCare Health St. Cloud Hospital","Coast Plaza Hospital","College Medical Center","Doctors Hospital at Renaissance","East Los Angeles Doctors Hospital","Emerson Hospital","Fairview Ridges Hospital","Fairview Southdale Hospital","Flagstaff Medical Center","Florida Hospital Carrollwood (CARO)","Florida Hospital Heartland Medical Center (HART)","Florida Hospital Lake Placid (PLAC)","Florida Hospital North Pinellas (NPIN)","Florida Hospital Tampa (TAMP)","Florida Hospital Wauchula (WAUC)","Florida Hospital Wesley Chapel (WECH)","Florida Hospital Zephyrhills (FLOZ)","Gila Regional Medical Center","Goleta Valley Cottage Hospital","Health Partners Methodist Hospital","Hollywood Presbyterian Medical Center","Holmes Regional Medical Center","Holy Family Hospital","Indian River Medical Center","Inspira Health Center Bridgeton SED","Inspira Medical Center Elmer","Inspira Medical Center Vineland ED","Little Company of Mary Hospital (Providence)","Memorial Hospital of Gardena","Mercy Health - Clermont Hospital (MEHE)","Mercy Medical Center","Mission Community Hospital","Mt. San Rafael Hospital","MultiCare Auburn Medical Center","North Mississippi Medical Center","NorthPointe Immediate Care","Norton Women and Childrens Hospital","Olathe Medical Center","Palm Bay Hospital","Palm Harbor Emergency Room (PALM)","Parkview Community Hospital Medical Center","Penn Highlands Brookville","Penn Highlands Clearfield","Penn Highlands Elk","Providence Regional Medical Center","Providence St.Joseph Medical Center","Providence Tarzana Medical Center","Queen Anne's Emergency Center (UMMS)","Queen's Medical Center West","Rhode Island Hospital","Robert Wood Johnson University Hospital","SMRMC","Sacred Heart Medical Center","Sacred Heart Medical Center Pediatrics","Santa Barbara Cottage Hospital","Shasta Regional Medical Center","St. Joseph's/Candler","Swedish Issaquah","Swedish Medical Center Cherry Hill Campus","Swedish Medical Center First Hill Campus","Swedish Mill Creek","Swedish Redmond Campus","Telluride Regional Medical Center ED","The Miriam Hospital","The Queens Medical Center","The Urgency Room - Eagan","The Urgency Room - Vadnais","The Urgency Room - Woodbury","The Valley Hospital","UM Shore Medical Center at Dorchester (UMMS)","UM Shore Medical Center at Easton (UMMS)","UMMC Midtown Campus (UMMS)","University of Maryland Harford Memorial Hospital (UMMS)","University of Maryland Medical Center (UMMS)","University of Maryland Upper Chesapeake Medical Center (UMMS)","Urgent Care at Doctors Hospital at Renaissance","Valley Presbyterian Hospital","Viera Hospital"
"1","6230","Onset date and timing of diagnosis of chest pain",0.0756141054173982,0.0664985572048769,0.0220312146573174,0.0982310093652445,0.0595000269963825,0.0857779863881718,0.0435667493480888,0.0333013128402177,0.0454191942759372,0.0896073091452166,0.0599123234291281,0.0635866865375062,0.0574378831881252,0.0573939556990404,0.0651323510236015,0.0669994745139254,0.0532704155197274,0.0511754773347188,0.0453493356193742,0.0648980912326108,0.089778206364513,0.0941579448144624,0.0650738150738151,0.0687481931193987,0.0660347129506008,0.0562603419746277,0.0686398515895101,0.0187950566426365,0.0502579979360165,0.0815918683779826,0.0835344215755855,0.050025953802232,0.0586312700106724,0.0691450156624286,0.0402758344993004,0.0570920703784044,0.0625369118708577,0.0738394536276354,0.0553328946581324,0.0517878545745106,0.0775645581615731,0.0401122019635344,0.0637761135199054,0.0726999612353017,0.0410871506954192,0.0753876539059545,0.0649922890504516,0.068971568971569,0.0469856459330144,0.133769213122276,0.0568203610859976,0.0971034685048031,0.0517901256045371,0.0517949574219402,0.0383462004721496,0.0772191710087781,0.0766320825568134,0.0773126600364989,0.0556785749434111,0.0593279258400927,0.0113582132289778,0.0361694991055456,0.0583354939071817,0.0598415600243754,0.0515402392259441,0.015881018401815,0.102155036165188,0.177730750447664,0.0691445427728614,0.0435693338919145,0.0409752793769048,0.0300471815247082,0.0310874334064557,0.0310726447219069,0.0633461625537695,0.0698858491546306,0.0548874255747013,0.0107217385047132,0.0538572691179978,0.0813089504610058,0.201139195443218,0.055235319162873,0.0653902931340945,0.0104706230575699,0.0514542391914655,0.0533901205460699,0.0612449190074622,0.0416331725616292,0.125280543246821,0.0523561731445682,0.0361862305820274,0.0434689046696794,0.0223509933774834,0.0943755794389314,0.0516417973807654,0.0532883642495784,0.053735255570118,0.0434713375796178,0.0828959487711809,0.0116400373359688,0.0124168210194141,0.0059239756458779,0.00892672645369261,0.00841005458336262,0.00920769031813087,0.00366748166259169,0.0411746495068772,0.0738827756568605
"2","6235","Diagnosis of end stage liver disease",0.00244674527584634,0.00101385603244339,0.00452386337932594,0.00351485720892589,0.000539927649694941,0.00249941328326684,0.000699612033326973,0.00064040986231188,0.000622180743505989,0.0101906351576913,0.000974184120798831,0.000496770988574267,0.00314617618586641,0.00448390278898753,0.00528100143434607,0.00407251707829743,0.00199239743085594,0.000779321989868814,0.00042863266180883,0.00155289550307344,0.00163934426229508,0.00235965746907707,0.00155400155400155,0.000693842150910668,0.00202937249666222,0.00128700128700129,0.00109621384602412,0.0033470648815654,0.00299277605779154,0.00582306830907055,0.00801987224982257,0.00551518297430574,0.00593649946638207,0.0128063386769854,0.0107935238856686,0.00225958062183659,0.00334667629109522,0.00485004454122538,0.00777651492492672,0.00364562524970036,0.00426439232409382,0.00168302945301543,0.00362633031139141,0.0029396562863419,0.0015311981625622,0.00327772408286759,0.00290812954395241,0.00614250614250614,0.00320574162679426,0.0107134663913742,0.00057532670337799,0.00368116154579453,0.00473191607807662,0.00310569377191518,0.000574235947170293,0.00230014551941041,0.00243386832076994,0.00667732397753477,0.000664304694419841,0.0041135573580533,0.00149533899653209,0.000447227191413238,0.00388903292714545,0.00621572212065814,0.00223480712090814,0.000126039828585833,0.00410925791636452,0.00182321341364154,0.00280825958702065,0.00251361541684122,0.00580523438633835,0.00148994288552272,0.00194296458790348,0.0025539160045403,0.00672402082861671,0.00565558804756038,0.00100548085643311,0.00122328560120889,0.00472776756779506,0.00680616558529491,0.0242079031683873,0.00517472898175744,0.00656764980568192,0.000332988012431552,0.00896125772038181,0.00372666083583679,0.00124370563610993,0.000971329046087889,0.00385567128963573,0.0136922584958865,0.000341164964632565,0.000430385194749301,0.000827814569536424,0.00492737698726093,0.00988050007428947,0,0.000327653997378768,0.000159235668789809,0.00230997529203643,0.00126283423927964,0.0019208341908486,0.00139871647194339,0.00239699136256561,0.00253004427577483,0.00196568669712906,0.000203748981255094,0.00153317706720918,0.00368291039748484
"3","6240","Onset date and timing of diagnosis of end stage liver disease",0.00244674527584634,0.00101385603244339,0.00452386337932594,0.00351485720892589,0.000539927649694941,0.00249941328326684,0.000699612033326973,0.00064040986231188,0.000622180743505989,0.0101906351576913,0.000974184120798831,0.000496770988574267,0.00314617618586641,0.00448390278898753,0.00528100143434607,0.00407251707829743,0.00199239743085594,0.000779321989868814,0.00042863266180883,0.00155289550307344,0.00163934426229508,0.00235965746907707,0.00155400155400155,0.000693842150910668,0.00202937249666222,0.00128700128700129,0.00109621384602412,0.0033470648815654,0.00299277605779154,0.00582306830907055,0.00801987224982257,0.00551518297430574,0.00593649946638207,0.0128063386769854,0.0107935238856686,0.00225958062183659,0.00334667629109522,0.00485004454122538,0.00777651492492672,0.00364562524970036,0.00426439232409382,0.00168302945301543,0.00362633031139141,0.0029396562863419,0.0015311981625622,0.00327772408286759,0.00290812954395241,0.00614250614250614,0.00320574162679426,0.0107134663913742,0.00057532670337799,0.00368116154579453,0.00473191607807662,0.00310569377191518,0.000574235947170293,0.00230014551941041,0.00243386832076994,0.00667732397753477,0.000664304694419841,0.0041135573580533,0.00149533899653209,0.000447227191413238,0.00388903292714545,0.00621572212065814,0.00223480712090814,0.000126039828585833,0.00410925791636452,0.00182321341364154,0.00280825958702065,0.00251361541684122,0.00580523438633835,0.00148994288552272,0.00194296458790348,0.0025539160045403,0.00672402082861671,0.00565558804756038,0.00100548085643311,0.00122328560120889,0.00472776756779506,0.00680616558529491,0.0242079031683873,0.00517472898175744,0.00656764980568192,0.000332988012431552,0.00896125772038181,0.00372666083583679,0.00124370563610993,0.000971329046087889,0.00385567128963573,0.0136922584958865,0.000341164964632565,0.000430385194749301,0.000827814569536424,0.00492737698726093,0.00988050007428947,0,0.000327653997378768,0.000159235668789809,0.00230997529203643,0.00126283423927964,0.0019208341908486,0.00139871647194339,0.00239699136256561,0.00253004427577483,0.00196568669712906,0.000203748981255094,0.00153317706720918,0.00368291039748484
"4","6245","Diagnosis of Pulmonary and Gastrointestinal Hemorrhage",0.0135193044055238,0.00912470429199054,0.00303098846414838,0.0110533009596485,0.00529129096701042,0.012696550105609,0.00477008204541118,0.00256163944924752,0.00451081039041842,0.0112448387946938,0.00681928884559182,0.00695479384003974,0.0069377218457567,0.00663617612770155,0.0101708175772591,0.0131043089858119,0.0102765762223096,0.00428627094427848,0.00574367766823832,0.00789388547395665,0.0122468659594986,0.01476688867745,0.00485625485625486,0.00688060132986412,0.00891855807743658,0.0066188637617209,0.0102032211822245,0.00746652935118435,0.00804953560371517,0.0143853906451891,0.0239886444286728,0.0081754477030885,0.0146077908217716,0.0169753086419753,0.00889466320207875,0.0125933959990359,0.0106962399107553,0.0103929525883401,0.0132798947179518,0.00819017179384738,0.0110874200426439,0.00785413744740533,0.0134016554986204,0.0102080372141104,0.0039555952532857,0.0110518132537715,0.0103987662480723,0.0100912600912601,0.00722488038277512,0.0383803624684561,0.0093148132927865,0.0148713060057197,0.0151003792491563,0.0120220404074136,0.00408345562432208,0.012533445993522,0.0142276988122723,0.0155191194986348,0.00447790571794115,0.0106025492468134,0.00970379561579333,0.00799418604651163,0.0104571774263244,0.0117001828153565,0.0111740356045407,0.00252079657171666,0.0168832859188189,0.0123718053068533,0.00894395280235988,0.00502723083368245,0.00732910841275216,0.00856717159175565,0.00814791601378878,0.0109960272417707,0.0148856690061127,0.0138198227618864,0.00804384685146485,0.00417356263941858,0.0138045201386064,0.0160851594974271,0.0350065266405601,0.0118724003537157,0.0153948121591902,0.00628977356815155,0.0151824817518248,0.0119024983838461,0.00579384820724383,0.0100817256162915,0.0111641825401393,0.0254949271781156,0.00534491777924352,0.00839251129761136,0.00413907284768212,0.022507983380833,0.0176278309596078,0.00168634064080944,0.00425950196592398,0.0035031847133758,0.0145031360107604,0.00582001866798441,0.00960417095424299,0.0068290274806648,0.00946398313840559,0.0089254339728723,0.0121734632295888,0.00142624286878566,0.0044963365913346,0.0143274197170447
"5","6250","Onset date and timing of diagnosis of Pulmonary and Gastrointestinal Hemorrhage",0.0135193044055238,0.00912470429199054,0.00303098846414838,0.0110533009596485,0.00529129096701042,0.012696550105609,0.00477008204541118,0.00256163944924752,0.00451081039041842,0.0112448387946938,0.00681928884559182,0.00695479384003974,0.0069377218457567,0.00663617612770155,0.0101708175772591,0.0131043089858119,0.0102765762223096,0.00428627094427848,0.00574367766823832,0.00789388547395665,0.0122468659594986,0.01476688867745,0.00485625485625486,0.00688060132986412,0.00891855807743658,0.0066188637617209,0.0102032211822245,0.00746652935118435,0.00804953560371517,0.0143853906451891,0.0239886444286728,0.0081754477030885,0.0146077908217716,0.0169753086419753,0.00889466320207875,0.0125933959990359,0.0106962399107553,0.0103929525883401,0.0132798947179518,0.00819017179384738,0.0110874200426439,0.00785413744740533,0.0134016554986204,0.0102080372141104,0.0039555952532857,0.0110518132537715,0.0103987662480723,0.0100912600912601,0.00722488038277512,0.0383803624684561,0.0093148132927865,0.0148713060057197,0.0151003792491563,0.0120220404074136,0.00408345562432208,0.012533445993522,0.0142276988122723,0.0155191194986348,0.00447790571794115,0.0106025492468134,0.00970379561579333,0.00799418604651163,0.0104571774263244,0.0117001828153565,0.0111740356045407,0.00252079657171666,0.0168832859188189,0.0123718053068533,0.00894395280235988,0.00502723083368245,0.00732910841275216,0.00856717159175565,0.00814791601378878,0.0109960272417707,0.0148856690061127,0.0138198227618864,0.00804384685146485,0.00417356263941858,0.0138045201386064,0.0160851594974271,0.0350065266405601,0.0118724003537157,0.0153948121591902,0.00628977356815155,0.0151824817518248,0.0119024983838461,0.00579384820724383,0.0100817256162915,0.0111641825401393,0.0254949271781156,0.00534491777924352,0.00839251129761136,0.00413907284768212,0.022507983380833,0.0176278309596078,0.00168634064080944,0.00425950196592398,0.0035031847133758,0.0145031360107604,0.00582001866798441,0.00960417095424299,0.0068290274806648,0.00946398313840559,0.0089254339728723,0.0121734632295888,0.00142624286878566,0.0044963365913346,0.0143274197170447
"6","6255","Diagnosis of Atrial Fibrillation",0.0128557802629214,0.00753892947201497,0.00171906808414386,0.0116314024742745,0.00426542843259003,0.0114292419619808,0.00139922406665395,0.00032020493115594,0.00451081039041842,0.00992708424844066,0.00925474914758889,0.00248385494287134,0.00137141013230074,0.00340776611963053,0.00508540878862955,0.0117249080399369,0.00849390483680692,0.00246785296791791,0.00171453064723532,0.00627628599158848,0.0109450337512054,0.0126736441484301,0.00505050505050505,0.002601908065915,0.00459279038718291,0.00478029049457621,0.00666160721814656,0.0115859938208033,0.00939112487100103,0.00702902920148161,0.0377572746628815,0.00901894627562938,0.0104722518676628,0.0109176340519624,0.00649610233859684,0.0147023379127501,0.00767766913839491,0.0119766406018014,0.0101692887479811,0.00599280862964443,0.0135512911632315,0.0112201963534362,0.0106424911312574,0.00823749838480424,0.00408319510016588,0.00869857545068706,0.0109275170742454,0.0107055107055107,0.0150239234449761,0.0478550126175728,0.0145475466425577,0.0145633203783823,0.0132737204690164,0.0168976456837535,0.00146749186499075,0.0105618926911703,0.00910962142916748,0.0214890998344816,0.00826690286389135,0.00787949015063731,0.00426330692628297,0.0128018783542039,0.0050125313283208,0.01121267519805,0.00774563831678391,0.000504159314343333,0.00844164295940946,0.0103206902165066,0.00658407079646018,0.00502723083368245,0.00580523438633835,0.0120437049913087,0.00645565653400188,0.0118473325766175,0.0259112519809826,0.0205441833538676,0.0253736051417531,0.00295027703820969,0.0168067226890756,0.0170978415741319,0.0614690874569835,0.0111191170209282,0.0232277889916549,3.69986680479503e-05,0.0230881527231892,0.0129292314712705,0.00761390523569739,0.027465166130761,0.0403406802094723,0.0179947091485218,0.00457161052607638,0.00850010759629869,0.00579470198675497,0.0217525666998592,0.0287818648780591,0.00236087689713322,0.00278505897771953,0.00159235668789809,0.016535329463881,0.00538077197606106,0.00932976606983604,0.00304426526246503,0.00669504484026945,0.00452128282615316,0.00936287611000948,0,0.00768062742323058,0.015315517628565
"7","6260","Onset date and timing of diagnosis of Atrial Fibrillation",0.0128557802629214,0.00753892947201497,0.00171906808414386,0.0116314024742745,0.00426542843259003,0.0114292419619808,0.00139922406665395,0.00032020493115594,0.00451081039041842,0.00992708424844066,0.00925474914758889,0.00248385494287134,0.00137141013230074,0.00340776611963053,0.00508540878862955,0.0117249080399369,0.00849390483680692,0.00246785296791791,0.00171453064723532,0.00627628599158848,0.0109450337512054,0.0126736441484301,0.00505050505050505,0.002601908065915,0.00459279038718291,0.00478029049457621,0.00666160721814656,0.0115859938208033,0.00939112487100103,0.00702902920148161,0.0377572746628815,0.00901894627562938,0.0104722518676628,0.0109176340519624,0.00649610233859684,0.0147023379127501,0.00767766913839491,0.0119766406018014,0.0101692887479811,0.00599280862964443,0.0135512911632315,0.0112201963534362,0.0106424911312574,0.00823749838480424,0.00408319510016588,0.00869857545068706,0.0109275170742454,0.0107055107055107,0.0150239234449761,0.0478550126175728,0.0145475466425577,0.0145633203783823,0.0132737204690164,0.0168976456837535,0.00146749186499075,0.0105618926911703,0.00910962142916748,0.0214890998344816,0.00826690286389135,0.00787949015063731,0.00426330692628297,0.0128018783542039,0.0050125313283208,0.01121267519805,0.00774563831678391,0.000504159314343333,0.00844164295940946,0.0103206902165066,0.00658407079646018,0.00502723083368245,0.00580523438633835,0.0120437049913087,0.00645565653400188,0.0118473325766175,0.0259112519809826,0.0205441833538676,0.0253736051417531,0.00295027703820969,0.0168067226890756,0.0170978415741319,0.0614690874569835,0.0111191170209282,0.0232277889916549,3.69986680479503e-05,0.0230881527231892,0.0129292314712705,0.00761390523569739,0.027465166130761,0.0403406802094723,0.0179947091485218,0.00457161052607638,0.00850010759629869,0.00579470198675497,0.0217525666998592,0.0287818648780591,0.00236087689713322,0.00278505897771953,0.00159235668789809,0.016535329463881,0.00538077197606106,0.00932976606983604,0.00304426526246503,0.00669504484026945,0.00452128282615316,0.00936287611000948,0,0.00768062742323058,0.015315517628565
"8","6265","Diagnosis of coagulopathies",0.00221174714200799,0.000779889255725687,0.00832390861795974,0.00254364666435426,0.00145780465417634,0.00294531800046937,0.00089041531514342,0.00042693990820792,0.00171099704464147,0.00386541333567601,0.00389673648319532,0.000496770988574267,0.00129073894804776,0.00170388305981526,0.00221671665145391,0.00259458749343142,0.00317210643596802,0.000519547993245876,0.000171453064723532,0.00103526366871563,0.0014946962391514,0.0023977164605138,0,0.000867302688638335,0.000907877169559413,0.00165471594043023,0.000590268994012986,0.0033470648815654,0.00113519091847265,0.0141786544922043,0.00418736692689851,0.00960290682584999,0.00420224119530416,0.00405380504882992,0.00509694183489906,0.00349481802844059,0.00196863311240895,0.00386023953281204,0.00454627026380331,0.00084898122253296,0.0029376924899313,0.00210378681626928,0.00141899881750099,0.00247124951544127,0.00165879800944239,0.00235323780308442,0.0030403172504957,0.00188662688662689,0.00334928229665072,0.0134893324156917,0.000328758116215994,0.00353450172325291,0.0045405518249191,0.0592419435631992,0.000638039941300325,0.00314509693470403,0.00317098272648883,0.00642268026652708,7.38116327133156e-05,0.00231749710312862,0.0023225478031243,0.000279516994633274,0.00293838043384323,0.00333942717854966,0.00132056784417299,0.000126039828585833,0.00273330730183522,0.000813934559661403,0.00259587020648968,0.000628403854210306,0.00212858594165739,0.00136578097839583,0.00137887809464118,0.00170261066969353,0.00790129046864388,0.00366648358988822,0.000374590907298608,0.000503705835791898,0.00402631837376019,0.00514583799441847,0.0215972469443456,0.00266924311400779,0.00584460579037749,0.00299689211188397,0.00693992139247614,0.00406890519831159,0.000212339986652915,0.000971329046087889,0.00460378661449042,0.00892467804296636,6.82329929265131e-05,0.000322788896061975,0,0.00393160045325001,0.00774733088531828,0,0,0,0.00407900700302636,0.000933399220337122,0.00195513480139946,0.000905051834786901,0.00140513286771087,0.0017569751915103,0.00332787309250797,0.000611246943765281,0.000339068005248183,0.00485066247473613
"9","6270","Onset date and timing of diagnosis of coagulopathies",0.00221174714200799,0.000779889255725687,0.00832390861795974,0.00254364666435426,0.00145780465417634,0.00294531800046937,0.00089041531514342,0.00042693990820792,0.00171099704464147,0.00386541333567601,0.00389673648319532,0.000496770988574267,0.00129073894804776,0.00170388305981526,0.00221671665145391,0.00259458749343142,0.00317210643596802,0.000519547993245876,0.000171453064723532,0.00103526366871563,0.0014946962391514,0.0023977164605138,0,0.000867302688638335,0.000907877169559413,0.00165471594043023,0.000590268994012986,0.0033470648815654,0.00113519091847265,0.0141786544922043,0.00418736692689851,0.00960290682584999,0.00420224119530416,0.00405380504882992,0.00509694183489906,0.00349481802844059,0.00196863311240895,0.00386023953281204,0.00454627026380331,0.00084898122253296,0.0029376924899313,0.00210378681626928,0.00141899881750099,0.00247124951544127,0.00165879800944239,0.00235323780308442,0.0030403172504957,0.00188662688662689,0.00334928229665072,0.0134893324156917,0.000328758116215994,0.00353450172325291,0.0045405518249191,0.0592419435631992,0.000638039941300325,0.00314509693470403,0.00317098272648883,0.00642268026652708,7.38116327133156e-05,0.00231749710312862,0.0023225478031243,0.000279516994633274,0.00293838043384323,0.00333942717854966,0.00132056784417299,0.000126039828585833,0.00273330730183522,0.000813934559661403,0.00259587020648968,0.000628403854210306,0.00212858594165739,0.00136578097839583,0.00137887809464118,0.00170261066969353,0.00790129046864388,0.00366648358988822,0.000374590907298608,0.000503705835791898,0.00402631837376019,0.00514583799441847,0.0215972469443456,0.00266924311400779,0.00584460579037749,0.00299689211188397,0.00693992139247614,0.00289006350534281,0.000212339986652915,0.000971329046087889,0.00460378661449042,0.00892467804296636,6.82329929265131e-05,0.000322788896061975,0,0.00393160045325001,0.00774733088531828,0,0,0,0.00407900700302636,0.000933399220337122,0.00195513480139946,0.000905051834786901,0.00140513286771087,0.0017569751915103,0.00332787309250797,0.000611246943765281,0.000339068005248183,0.00485066247473613
"10","6275","Diagnosis of Thrombocytopenia",0.00175557429396884,0.000545922479007981,0.00140239764759104,0.00147993987744248,0.000593920414664435,0.00141985449425018,0.000699612033326973,0.00010673497705198,0.00171099704464147,0.00298691030484055,0.00194836824159766,0.000496770988574267,0.00121006776379477,0.00125549278091651,0.00162993871430434,0.00154361534419338,0.0027526543452615,0.000519547993245876,8.5726532361766e-05,0.000776447751536719,0.00135004821600771,0.00235965746907707,0,0.000751662330153223,0.000881174899866489,0.000919286633572348,0.000505944852011131,0.00308959835221421,0.000722394220846233,0.00329055043500732,0.00298083747338538,0.00720218011938749,0.0032017075773746,0.00354707941772618,0.00339796122326604,0.00316341287057122,0.00137804317868627,0.00356329803028803,0.00285138880580646,0.000649220934878146,0.00270078180525942,0.00168302945301543,0.00086716594402838,0.00214821036309601,0.00114839862192165,0.00214312728495188,0.0020709407358449,0.000965250965250965,0.0023444976076555,0.0120211057582014,0.000246568587161996,0.00152526215443279,0.00365331756027974,0.00190348973117382,0.000446627958910228,0.00197155330235178,0.00223915885510834,0.00478164301781091,7.38116327133156e-05,0.0015063731170336,0.00222710063313289,0.000167710196779964,0.0025062656641604,0.00253503960999391,0.000901541509002717,0.000126039828585833,0.00215689555791079,0.000651147647729123,0.00113274336283186,0.000209467951403435,0.0015722509796333,0.000620809535634467,0.000626762770291445,0.00127695800227015,0.00567127009282318,0.0024492704142978,0.00025629904183589,0.000359789882708498,0.00293205763106578,0.00454529397218657,0.0166132668802658,0.00121180362231029,0.0035248395746091,0.00162794139410981,0.00464907355418304,0.00133095029851314,0.000212339986652915,0.000703376205787781,0.00270472463601312,0.00662809965405971,6.82329929265131e-05,0.000322788896061975,0,0.00363973491741922,0.00593254515738756,0,0,0,0.00179827190456001,0.000658870037885027,0.00116622075872951,0.000575942076682574,0.00074389387114105,0.00149928549675545,0.00131045779808604,0.000611246943765281,0.000309583830878776,0.00381765102178307
